Product ID*;"Attribute (Name:Type:Position)*	Value (Value:Position)*";Supplier reference;Reference;EAN13;UPC;Wholesale price;Impact on price;Ecotax;Quantity;Minimal quantity;Impact on weight;Default (0 = No, 1 = Yes);Combination available date;Image position;Image URL;Delete existing images (0 = No, 1 = Yes);ID / Name of shop;Advanced Stock Managment;Depends on stock;Warehouse
191388;Color:color:0;:0;00102000000006;;;;;;;;;;;2;http://promosillas.com/tiendaonline/img/p/4/3/9/9/4399.jpg;;;;;
191388;Color:color:0;Negro:0;00102000000007;;;;;;;;;;;7;http://promosillas.com/tiendaonline/img/p/4/4/0/4/4404.jpg;;;;;
191388;Color:color:0;Blanco:0;00102000000008;;;;;;;;;;;13;http://promosillas.com/tiendaonline/img/p/4/4/0/9/4409.jpg;;;;;
191392;Color:color:0;:0;00102000000010;;;;;;;;;;;6;http://promosillas.com/tiendaonline/img/p/1/9/0/1/1/19011.jpg;;;;;
191392;Color:color:0;Blanco:0;00102000000011;;;;;;;;;;;2;http://promosillas.com/tiendaonline/img/p/1/9/0/0/8/19008.jpg;;;;;
191439;Color:color:0;Azul:0;00026000000359;;;;;;;;;;;1;http://promosillas.com/tiendaonline/img/p/1/7/4/8/1748.jpg;;;;;
191439;Color:color:0;Rojo:0;00026000000360;;;;;;;;;;;3;http://promosillas.com/tiendaonline/img/p/1/7/5/0/1750.jpg;;;;;
191439;Color:color:0;Gris:0;00026000000361;;;;;;;;;;;5;http://promosillas.com/tiendaonline/img/p/1/7/5/2/1752.jpg;;;;;
191458;Color:color:0;Blanco:0;00100000000009;;;;;;;;;;;3;http://promosillas.com/tiendaonline/img/p/4/5/7/1/4571.jpg;;;;;
191458;Color:color:0;Negro:0;00100000000010;;;;;;;;;;;7;http://promosillas.com/tiendaonline/img/p/4/5/7/5/4575.jpg;;;;;
191461;Color:color:0;Blanco:0;00100000000011;;;;;;;;;;;2;http://promosillas.com/tiendaonline/img/p/4/5/6/2/4562.jpg;;;;;
191461;Color:color:0;Negro:0;00100000000012;;;;;;;;;;;5;http://promosillas.com/tiendaonline/img/p/4/5/6/6/4566.jpg;;;;;
191463;Color:color:0;Blanco:0;00100000000013;;;;;;;;;;;3;http://promosillas.com/tiendaonline/img/p/4/5/4/8/4548.jpg;;;;;
191463;Color:color:0;Negro:0;00100000000014;;;;;;;;;;;7;http://promosillas.com/tiendaonline/img/p/4/5/5/2/4552.jpg;;;;;
191480;Color:color:0;Blanco:0;00101000000026;;;;;;;;;;;3;http://promosillas.com/tiendaonline/img/p/1/9/2/3/6/19236.jpg;;;;;
191480;Color:color:0;Marron:0;00101000000027;;;;;;;;;;;7;http://promosillas.com/tiendaonline/img/p/1/9/2/4/1/19241.jpg;;;;;
191486;Color:color:0;Negro:0;00008000000005;;;;;;;;;;;14;http://promosillas.com/tiendaonline/img/p/1/9/1/7/2/19172.jpg;;;;;
191486;Color:color:0;Blanco:0;00008000000006;;;;;;;;;;;3;http://promosillas.com/tiendaonline/img/p/1/9/1/6/0/19160.jpg;;;;;
191486;Color:color:0;Marron:0;00008000000007;;;;;;;;;;;6;http://promosillas.com/tiendaonline/img/p/1/9/1/6/4/19164.jpg;;;;;
191486;Color:color:0;Gris:0;00008000000008;;;;;;;;;;;10;http://promosillas.com/tiendaonline/img/p/1/9/1/6/8/19168.jpg;;;;;
191491;Color:color:0;Negro:0;00008000000009;;;;;;;;;;;10;http://promosillas.com/tiendaonline/img/p/1/9/1/8/4/19184.jpg;;;;;
191491;Color:color:0;Blanco:0;00008000000010;;;;;;;;;;;2;http://promosillas.com/tiendaonline/img/p/1/9/1/7/6/19176.jpg;;;;;
191492;Color:color:0;Negro:0;00008000000011;;;;;;;;;;;10;http://promosillas.com/tiendaonline/img/p/1/9/1/9/7/19197.jpg;;;;;
191492;Color:color:0;Blanco:0;00008000000012;;;;;;;;;;;1;http://promosillas.com/tiendaonline/img/p/1/9/1/8/8/19188.jpg;;;;;
191492;Color:color:0;Gris:0;00008000000013;;;;;;;;;;;5;http://promosillas.com/tiendaonline/img/p/1/9/1/9/2/19192.jpg;;;;;
191507;Color:color:0;Negro:0;00009000000002;;;;;;;;;;;1;http://promosillas.com/tiendaonline/img/p/4/4/5/8/4458.jpg;;;;;
191507;Color:color:0;Blanco:0;00009000000003;;;;;;;;;;;5;http://promosillas.com/tiendaonline/img/p/4/4/6/2/4462.jpg;;;;;
191507;Color:color:0;Marron:0;00009000000004;;;;;;;;;;;9;http://promosillas.com/tiendaonline/img/p/4/4/6/6/4466.jpg;;;;;
191508;Color:color:0;Gris:0;00009000000005;;;;;;;;;;;1;http://promosillas.com/tiendaonline/img/p/4/4/1/5/4415.jpg;;;;;
191508;Color:color:0;Marron:0;00009000000006;;;;;;;;;;;5;http://promosillas.com/tiendaonline/img/p/4/4/1/9/4419.jpg;;;;;
191510;Color:color:0;Negro:0;00009000000007;;;;;;;;;;;1;http://promosillas.com/tiendaonline/img/p/4/5/0/5/4505.jpg;;;;;
191510;Color:color:0;Blanco:0;00009000000008;;;;;;;;;;;4;http://promosillas.com/tiendaonline/img/p/4/5/0/8/4508.jpg;;;;;
191510;Color:color:0;Marron:0;00009017000002;;;;;;;;;;;8;http://promosillas.com/tiendaonline/img/p/4/5/1/2/4512.jpg;;;;;
191513;Color:color:0;Blanco:0;00009000000009;;;;;;;;;;;1;http://promosillas.com/tiendaonline/img/p/4/6/4/4/4644.jpg;;;;;
191513;Color:color:0;Gris:0;00009000000010;;;;;;;;;;;4;http://promosillas.com/tiendaonline/img/p/4/6/4/7/4647.jpg;;;;;
191516;Color:color:0;Gris:0;00009000000011;;;;;;;;;;;10;http://promosillas.com/tiendaonline/img/p/4/6/1/3/4613.jpg;;;;;
